&& A' & 288.1847 & 0.005871 \\
&& A' & 288.8096 & 0.012085 \\
&& A' & 289.5181 & 0.004263 \\
&& A' & 289.8776 & 0.002929 \\
&& A' & 290.6363 & 0.020631 \\
&& A" & 285.9075 & 0.045914 \\
&& A" & 288.0351 & 0.058929 \\
&& A" & 289.8493 & 0.008181 \\
&& A" & 291.5235 & 0.005295 \\
&& A" & 292.4751 & 0.003289 \\
