&& A' & 287.7973 & 0.005519 \\
&& A' & 288.4026 & 0.012026 \\
&& A' & 289.0341 & 0.003478 \\
&& A' & 289.3679 & 0.003756 \\
&& A' & 290.0004 & 0.000539 \\
&& A" & 285.4386 & 0.045702 \\
&& A" & 287.5528 & 0.058783 \\
&& A" & 289.2184 & 0.006668 \\
&& A" & 290.6777 & 0.003561 \\
&& A" & 291.8315 & 0.002767 \\
